telephone,country,url,name,address
Phone: (613) 476-1321,"Prince Edward County, Canada",,Lake On the Mountain Brewery,264 County Rd 7 
Phone: (780) 614-9466,"Saint Paul, Canada",,Lakeland Brewing Company,4227 50 Ave 
Phone: (514) 282-7448,"Montreal, Canada",,LAmere a Boire,2049 rue St-Denis 
Phone: (587) 353-7387,"Calgary, Canada",,Last Best Brewing and Distillery,607 11th Ave SW 
Phone: (306) 543-3331,"Regina, Canada",,Last Straw Brew Pub,127 Albert St 
Phone: (418) 723-1339,"Rimouski, Canada",,"Le Bien, Le Malt",141 Avenue Belzille 
Phone: (450) 771-6900,"St-Hyacinthe, Canada",,Le Bilboquet,1850 Rue des Cascades Ouest 
,"Montreal, Canada",,Le Cheval Blanc,809 Ontario Est 
Phone: (816) 691-3371,"Trois Rivieres, Canada",,Le Gambrinus,3160 Blvd Des Forges 
Phone: (819) 791-7574,"Sherbrooke, Canada",,Le Refuge Des Brasseurs,2155 Rue Galt Ouest 
Phone: (514) 680-8052,"Montreal, Canada",,Le Saint-Bock Brasserie Artisanale,1749 rue Saint-Denis 
Phone: (418) 240-2332,"Baie-Saint-Paul, Canada",,Le Saint-Pub MicroBrasserie,2 Rue Racine 
,"Trois-Rivières, Canada",,Le Temps D'une Pinte,1465 Rue Notre-Dame Centre  
Phone: (819) 762-6611,"Rouyn-Noranda, Canada",,Le Trèfle Noir,145 Avenue Principale 
Phone: (647) 346-5001,"Toronto, Canada",,Left Field Brewery,36 Wagstaff Drive 
Phone: (647) 501-6535,"Montreal, Canada",,Les 3 Brasseurs,"2075, Robert-Bourassa, bureau 600 "
Phone: (514) 351-5591,"Anjou, Canada",,Les 3 Brasseurs - Anjou,7225 Blvd Des Galeries D'Anjou 
Phone: (514) 788-6333,"Montreal, Canada",,Les 3 Brasseurs - Catherine,"732, Ste-Catherine Ouest "
Phone: (514) 788-9788,"Montreal, Canada",,Les 3 Brasseurs - Crescent,"1356, Ste-Catherine Ouest "
Phone: (450) 676-7215,"Brossard, Canada",,Les 3 Brasseurs - Dix-30,"9316, Boulevard Leduc Quartier Dix3"
,"Quebec, Canada",,Les 3 Brasseurs - Laurier,2450 Blvd Laurier Local G50 
Phone: (450) 988-4848,"Laval, Canada",,Les 3 Brasseurs - Laval,2900 Avenue Pierre-Péladeau 
Phone: (514) 845-1660,"Montreal, Canada",,Les 3 Brasseurs - St-Denis,1658 rue St-Denis 
Phone: (514) 788-6100,"Montreal, Canada",,Les 3 Brasseurs - St-Paul,105 St-Paul Est 
Phone: (647) 347-6286,"Toronto, Canada",,Les 3 Brasseurs - Toronto,275 Younge Street 
Phone: (819) 268-5500,"Saint-Alexis-des-Monts, Canada",,Les Bieres de la Nouvelle-France,90 Rivière Aux Écorces Road 
Phone: (418) 272-3234,"Anse Saint-Jean, Canada",,Les Brasseurs de L`anse,182 Rte 170 
Phone: (450) 979-8400,"Blainville, Canada",,Les Brasseurs du Nord,875 Michele-Bohec 
Phone: (819) 205-4999,"Gatineau, Canada",,Les Brasseurs du Temps,170 Montcalm 
,"Trois-Rivières, Canada",,Les Frères Houblon,10180 Chemin Sainte-Marguerite 
Phone: (866) 619-2372,"Brossard, Canada",,Les Trois Mousquetaires,3455-A Boulevard Matte 
Phone: (450) 619-2372,"Brossard, Canada",,Les Trois Mousquetaires Microbrasseurs,3755-C Boul. Matte 
,"Montreal , Canada",,L'Espace Public,3632 Rue Ontario Est 
Phone: (604) 828-4208,"Vancouver, Canada",,Lightheart Brewing Company, 
Phone: (250) 383-6500,"Victoria, Canada",,Lighthouse Brewing Co,2-836 Devonshire Rd 
Phone: (519) 886-3350,"Waterloo, Canada",,Lion Brewery Restaurant,Huether Hotel/59 King St N 
Phone: (250) 591-2739,"Nanaimo, Canada",,Longwood Brewery,101A-2046 Boxwood Rd 
Phone: (250) 729-8225,"Nanaimo, Canada",,Longwood BrewPub,5775 Turner Rd 
Phone: (450) 551-0660,"Sorel-Tracy, Canada",,Loup Rouge Artisan Brasseur,44 Rue De Prince 
Phone: (613) 722-1454,"Ottawa, Canada",,Lowertown Brewery,73 York St 
Phone: (519) 506-2537,"Hanover, Canada",,Maclean's Ales Inc.,52 14th Ave.  
Phone: (905) 738-9463,"Vaughan, Canada",,Magnotta Brewery,271 Chrislea Rd 
Phone: (306) 955-7500,"Saskatoon, Canada",,Maguire`s Irish Pub & Brewery,2105 Grosvenor Park/Suite 32 
Phone: (604) 336-7711,"Vancouver, Canada",,Main Street Brewing Company(CANADA),261 E Seventh Ave 
Phone: (905) 697-9979,"Bowmanville, Canada",,Manantler Craft Brewing Company,"182 Wellington St, Unit 18 "
Phone: (306) 683-3333,"Saskatoon, Canada",,Manos Grill and Brewhouse,2202 22nd St W 
Phone: (604) 479-0999,"Maple Ridge, Canada",,Maple Meadows Brewing Company,22775 Dewdney Trunk Rd 
Phone: (604) 668-0039,"Vancouver, Canada",,Mark James Group,1110 Hamilton St Ste. 204 
Phone: (905) 906-2337,"Newmarket, Canada",,Market Brewing Company,17775 Leslie St 
Phone: (250) 718-0996,"Vernon, Canada",,Marten Brewing Company,2933 30th Ave 
Phone: (902) 757-3484,"Ashdale, Canada",,Meander River Farm And Brewery,906 Woodville Rd 
Phone: (905) 984-4060,"St. Catharines, Canada",,"Merchant Ale House, The",98 St Paul St 
Phone: (250) 286-4944,"Campbell River, Canada",,Merecroft Village Pub,205 Merecroft Village/ 489 S Dogwood St 
,"Hamilton, Canada",,MERIT Brewing Co,77 Barons Avenue North 
Phone: (450) 534-0001,"Bromont, Canada",,Micro Brasserie Le Broumont,107 Boul De Bromont  
Phone: (418) 365-4370,"St-Tite, Canada",,MicroBrasserie A La Fut,"670, Notre-Dame "
Phone: (418) 365-4370,"Saint Tite, Canada",,MicroBrasserie A La Fut,670 Rue Notre Dame 
Phone: (418) 605-1644,"Riviere Du Loup, Canada",,Microbrasserie Aux Fous Brassant,262 Rue Lafontaine 
Phone: (418) 435-3877,"Baie-Saint-Paul, Canada",,Microbrasserie Charlevoix,"6, Rue Paul-Rene Tremblay "
Phone: (819) 804-1234,"Coaticook, Canada",,MicroBrasserie Coaticook,1007 Rue Child 
Phone: (418) 829-0408,"Sainte-Famille, Canada",,Microbrasserie d`Orleans / Pub Le Mitan,3887 Chemin Royal 
Phone: (418) 789-4444,"Buckland, Canada",,MicroBrasserie De Bellechasse,2020 De L'Eglise 
Phone: (418) 702-1128 ext221,"Ste-Anne-de-beaupre, Canada",,Microbrasserie Des Beaux Pres Inc,9430 Boul. Ste-Anne 
Phone: (418) 345-8758,"Saint-Gedeon de Grandmont, Canada",,Microbrasserie Du Lac St Jean,120 rue de la Plage St 
Phone: (819) 623-1622,"Mont-Laurier, Canada",,Microbrasserie du Lievre,110 Boulevard Paquette 
Phone: (450) 760-2945,"Joliette, Canada",,Microbrasserie L`Alchimiste,"681, rue Marion "
Phone: (418) 631-1343,"Amqui, Canada",,Microbrasserie La Captive,140 Boul St-Benoit 
Phone: (418) 679-3355,"St-Felicien, Canada",,Microbrasserie La Chouape,1134 Boul. Sacre-Coeur 
Phone: (418) 613-0622,"Saint-Felicien, Canada",,Microbrasserie La Chouape Inc.,1164 Boulevard du Sacre-Coeur 
Phone: (819) 681-4546,"Mont-Tremblant, Canada",,Microbrasserie La Diable,"117 chemin Kandahar - C.P. 2669, succ. B "
Phone: (819) 843-3405,"Magog, Canada",,Microbrasserie La Memphre,12 Merry Sud 
,"Rigaud, Canada",,Microbrasserie Le Castor,65 Chemin Des Vinaigriers 
Phone: (418) 979-1197,"Dolbeau-Mistassini, Canada",,Microbrasserie Le Coureur Des Bois,1551 Blvd Wallberg 
Phone: (450) 372-7079,"Granby, Canada",,Micro-Brasserie Le Grimoire,223 Rue Principale 
,"Carleton-sur-Mer, Canada",,Microbrasserie Le Naufrageur,586 Boulevard Perron 
Phone: (418) 364-5440,"Carleton-sur-Mer, Canada",,Micro-brasserie Le Naufrageur,586 Boulevard Perron 
Phone: (819) 537-9151,"Shawinigan, Canada",,Microbrasserie Le Trou Du Diable,412 rue Willow 
Phone: (819) 380-8307,"Trois-Rivieres, Canada",,Microbrasserie Les Freres Houblon,"10 180, Chemin Sainte-Marguerite "
Phone: (418) 385-1425,"Perce, Canada",,Microbrasserie Pit Caribou,"27, rue de l`Anse "
Phone: (819) 565-3636,"Sherbrooke, Canada",,Microbrasserie Siboire,80 rue du Depot 
Phone: (819) 425-1262,"Mont-Tremblant, Canada",,Microbrasserie St Arnould,Pioneer 435 Rue 
Phone: (418) 297-5592,"Baie-Comeau, Canada",,Microbrasserie St Pancrace,55 Place Lasalle 
,", Canada",,Microbrasserie St-Arnould, 
Phone: (418) 820-1918,"Jonquiere, Canada",,Microbrewery of Saguenay,2509 St Dominique 
,"Toronto, Canada",,Mill Street Brewery,125 Bermondsey Rd 
Phone: (416) 681-0338,"Ottawa, Canada",,Mill Street Brewery - Ottowa,555 Wellington Street 
,"Scarborough, Canada",,Mill Street Brewery- Scarborough,300 Midwest Road 
Phone: (604) 820-1009,"Mission, Canada",,Mission Springs Brewing Co,7160 Oliver St 
Phone: 604-820-1009,"Mission, Canada",,Missions Springs,7160 Oliver St 
,"Montreal, Canada",,MMTUM Inc, 
Phone: (416) 975-1786,"Montreal, Canada",,Molson Canada -Quebec CORP,1555 Notre Dame St East 
Phone: (780) 482-1786,"Edmonton, Canada",,Molson Canada-Alberta,10449 121st St 
Phone: (604) 664-1786,"Vancouver, Canada",,Molson Canada-British Columbia,1550 Burrard St 
Phone: (709) 726-1786,"St Johns, Canada",,Molson Canada-Newfoundland,PO Box 5308/Circular Rd 
Phone: (416) 675-1786,"Etobicoke, Canada",,Molson Canada-Ontario,33 Carlingview Drive 
Phone: (306) 359-1786,"Regina, Canada",,Molson Canada-Saskatchewan,2-395 Park Street 
Phone: (604) 492-3911,"Port Moody, Canada",,Moody Ales,2601 Murray St 
Phone: (506) 635-7000,"St. John, Canada",,Moosehead Breweries Ltd,"PO  Box 3100, Sta B/89 Main St W "
Phone: (519) 252-8004,"Windsor, Canada",,Motor Craft Ales,888 Erie Street East 
Phone: (250) 837-2756,"Revelstoke, Canada",,Mount Begbie Brewing Co Ltd,521 1st St W Box 2995
Phone: (705) 444-5426,"Collingwood, Canada",,Mountain Brew,100 Mountain Rd Unit 11a 
Phone: (403) 695-3706,"Calgary, Canada",,Mountain Crest Brewing Corp.,1314 44 Avenue NE 
Phone: (250) 427-7671,"Kimberley, Canada",,Mozart Brewing Company,130 Spokane Street 
Phone: (250) 837-2756,"Revelstoke, Canada",,Mt. Begbie Brewing Co Ltd,PO Box 2995 / 521 1st St W 
Phone: (819) 359-3887,"Tingwick, Canada",,Multi-Brasse Microbrasserie,"1209, St-Joseph "
Phone: (705) 646-1266,"Bracebridge, Canada",,Muskoka Brewery,PO Box 1222 
Phone: (250) 352-3582,"Nelson, Canada",,Nelson Brewing Co,512 Latimer St 
Phone: (519) 799-5790,"Neustadt, Canada",,Neustadt Springs Brewery,456 Jacob St 
Phone: (905) 371-1001,"Niagara Falls, Canada",,Niagara Best Beer Limited,6863 Lundy's Lane 
Phone: 905-641-2252x4076,"Niagara On the Lake, Canada",,Niagara College Teaching Brewery,135 Taylor Rd 
Phone: (905) 356-2739,"Niagara Falls, Canada",,Niagara Falls Brewing Co,6863 Lundy’s Ln 
Phone: (613) 688-2337,"Ottawa , Canada",,Nita Beer Company,190 Colonnade Rd Unit 17
,"Saint-Eustache, Canada",,Noire Et Blanche Microbrasserie,196 Rue St-Eustache 
Phone: (306) 528-9910,"Nokomis, Canada",,Nokomis Craft Ales,301 1st Avenue East 
,"Camrose, Canada",,Norsemen Brewing Co,6505 48th Ave 
,"Halifax, Canada",,North Brewing Company,2576 Agricola St 
Phone: (506) 457-9082,"Northampton, Canada",,Northampton Brewing Co LTD,66 Parker Road 
Phone: (705) 293-6666,"Collingwood, Canada",,Northwinds Brewhouse,499 First St Unit 3 and 4 
,"Calgary, Canada",,Notre Dame Brewing Company, 
,"Yellowknife, Canada",,NWT Brewing Company,3905 Franklin Ave. 
,"Niagara-on-th-Lake, Canada",,Oast House Brewers ,2017 Niagara Stone Rd 
Phone: (604) 563-5767,"Vancouver, Canada",,Off The Rail Brewing Company,1351 Adanac St 
Phone: (250) 542-2337,"Vernon, Canada",,Okanagan Spring Brewery,2801-27A Avenue 
Phone: (604) 607-5104,"Abbotsford, Canada",,Old Abbey Ales Ltd,30321 Fraser Hwy Unit 1A
Phone: (905) 271-9888,"Mississauga, Canada",,Old Credit Brewing Co,6 Queen St W Port Credit 
Phone: (604) 392-2011,"Chilliwac, Canada",,Old Yale Brewing Co,#4 7965 Venture Pl 
Phone: (705) 745-0495,"Peterborough, Canada",,Olde Stone Brewing Co,380 George St N 
Phone: (204) 583-8092,"Winnipeg, Canada",,One Great City Brewing Company Ltd.,1596 Ness Avenue 
Phone: (306) 761-2777,"Regina, Canada",,"Open Tap Brewpub & Eatery, The",4245 Rochdale Blvd 
Phone: (250) 427-2426,"Kimberley, Canada",,Over Time Beer Works,136A Wallinger Ave 
Phone: (604) 421-2119,"Prince George, Canada",,Pacific Western Brewing Co,641 N Nechako Rd 
Phone: (250) 562-2424,"Prince George, Canada",,Pacific Western Brewing Co,641 N Nechako Rd 
Phone: (306) 477-5632,"Saskatoon, Canada",,Paddock Wood Brewing Supplies,"B1-116, 103rd St E "
Phone: (902) 542-0059,"Wolfville, Canada",,Paddy and Rosies Brewpub,320 Main Street 
Phone: (902) 542-0059,"Wolfville, Canada",,Paddys Pub and Brewery,460 Main St. 
Phone: (604) 558-2739,"Vancouver, Canada",,Parallel 49 Brewing Co,1950 Triumph Street 
Phone: 01924  457 772,"Hightown, Canada",,Partners Brewery,589 Halifax Road 
Phone: (604) 255-4301,"Vancouver, Canada",,Pat's Pub & Brewhouse,403 E Hasings St 
,"Winnipeg, Canada",,Peg Beer Co., 
Phone: (416) 918-5295,"Toronto, Canada",,People's Pint Brewing Company Inc., 
Phone: (905) 333-6999,"Burlington, Canada",,Pepperwood Bistro and Brewery,1455 Lakeshore Rd 
,"Gibsons, Canada",,Persephone Brewing Company,1053 Stewart Road 
Phone: (613) 264-1087,"Perth, Canada",,Perth Brewery,121 Dufferin St 
Phone: (250) 380-1912,"Victoria, Canada",,Phillips Brewing Co,2010 Government St 
Phone: (416) 736-1733,"Toronto, Canada",,Pioneer Brewery Ltd,1000 Murray Ross Parkway 
Phone: (604) 699-1988,"Vancouver, Canada",,Postmark Brewing,55 Dunleavy Ave 
,"Vancouver, Canada",,Powell Street Craft Brewery,1357 Powell Street 
Phone: (403) 837-1414,"Calgary, Canada",,Prairie Dog Brewing CANADA Inc. , 
,"Saskatoon, Canada",,Prairie Sun Brewery, 
,"Toronto, Canada",,Project Micro, 
Phone: (902) 422-7767,"Dartmouth, Canada",,Propeller Brewing Company,617 Windmill Rd 
Phone: (705) 874-5743,"Peterborough, Canada",,"Publican House Brewery, The",300 Charlotte St 
Phone: (506) 854-2537,"Moncton, Canada",,Pump House Brewery Ltd,131 Mill Road 
Phone: (506) 855-2337,"Moncton, Canada",,"Pump House Brewery Ltd., The",5 Orange Ln 
Phone: (709) 770-3164,"St Johns, Canada",,Quidi Vidi Brewing Co,35 Barrows Rd 
Phone: (604) 874-2537,"Vancouver, Canada",,R and B Brewing Co,54 East 4th Ave 
Phone: (506) 392-6620,"Florenceville-Bristol, Canada",,Railcar Brewing Company,2 Curtis Rd 
Phone: (519) 631-1881,"St. Thomas, Canada",,Railway City Brewing Co,130 Edward St. 
Phone: (902) 533-2078,"Guysborough, Canada",,Rare Bird Craft Beer,80 Main St 
,"Regina, Canada",,Rebellion Brewing Company, 
Phone: (587) 435-6203,"Calgary, Canada",,Red Bison Brewery, 
,"Kamloops, Canada",,Red Collar Brewing ,355 Lansdowne St 
Phone: (778) 926-8782,"Vancouver, Canada",,Red Truck Beer Company Ltd.,295 E 1st Avenue 
Phone: (519) 704-1335,"Sarnia, Canada",,Refined Fool Brewing Company,137 Davis St 
Phone: (780) 755-3008,"Edgerton, Canada",,Ribstone Creek Brewery,4924 51 Street 
Phone: (604) 244-8103,"Richmond, Canada",,Richmond Beer Works Ltd,#115 7011 Elmbridge Way 
Phone: (604) 380-0888,"Maple Ridge, Canada",,Ridge Brewing,2-22826 Dewdney Trunk Rd 
Phone: (250) 495-7679,"Osoyoos, Canada",,Ridge Brewing Co,9907 Hwy 3 / PO Box 431 
Phone: (250) 324-7468,"Chemainus, Canada",,Riot Brewing Co.,101A - 3055 Oak St. 
,"Barrie, Canada",,"Robert Simpson Brewing Co. Ltd., The",107 Dunlop Street East 
Phone: (902) 407-4278,"Halifax, Canada",,Rockbottom Bar & Brewery,5686 Spring Garden Rd 
Phone: (250) 362-2122,"Rossland, Canada",,Rossland Beer Company,1990-A 
Phone: (905) 209-1236,"Markham, Canada",,Rouge River Brewing Company,50 Bullock Drive Unit 8 
Phone: (780) 499-0691,"Calmar, Canada",,Roughneck Brewing Co,PO Box 732 
Phone: (902) 742-7311,"Yarmouth, Canada",,Rudder`s Seafood Restaurant & Brew Pub,96 Water Street 
Phone: (604) 599-1190,"Surrey, Canada",,"Russell Breweries, Inc",#202-13018 80th Ave 
Phone: (289) 887-5826,"Hamilton, Canada",,Rust City Brewery, 
Phone: (604) 984-2567,"North Vancouver, Canada",,Sailor Hagars Brewpub,221 W First St 
Phone: (416) 835-5951,"Toronto, Canada",,Saint Andre Brewing Co,35 Elderfield Crescent 
Phone: (705) 681-1100,"Gravenhurst, Canada",,Sawdust City Brewing Co,397 Muskoka Rd. N. 
Phone: (902) 790-2364,"Falmouth, Canada",,Schoolhouse Brewery,63 Castle Frederick Rd 
,"St-Polycarpe , Canada",,Schoune Farm Brewery ,2075 Chemin Ste-Catherine 
Phone: (613) 257-7845,"Carleton Place, Canada",,Scotch Irish Brewing Co,40 Bennett Street 
Phone: (905) 542-5555,"Port Williams, Canada",,Sea Level Brewing Co,980 Terrys Creek Road 
,"Dundas, Canada",,Shawn & Ed Brewing Company,65 Hatt Street 
,"Saskatoon, Canada",,Shiny Penny Brewery,Paddock Wood Brewing Co. 148 2nd Ave. N.
Phone: (705) 293-5511,"Collingwood, Canada",,Side Launch Brewing Co,"200 Mountain Road, Unit 1 "
,"Niagara-on-the-Lake, Canada",,Silversmith Brewing Company ,1523 Niagara Stone Road 
Phone: (905) 928-7975,"Perth, Canada",,Skeena Brewing Company,1026 Code Rd 
Phone: (519) 822-1834,"Guelph, Canada",,Sleeman Brewing and Malting Co,551 Clair Rd W 
Phone: (807) 344-5225,"Thunder Bay, Canada",,Sleeping Giant Brewing Co,712 Macdonell Street 
Phone: (519) 868-7019,"Grand Bend , Canada",,Smackwater Brewing Company, 
Phone: (705) 743-4747,"Peterborough, Canada",,Smithavens Brewing Company,687 Rye St 
Phone: (403) 803-9543,"Red Deer, Canada",,Something Brewing,6610 71st St 
Phone: (416) 737-2337,"Toronto, Canada",,Spearhead Brewing Co, 
Phone: (306) 249-0900,"Saskatoon, Canada",,Specklebelly's Brewpub / Athena Restaurant,900 Central Avenue 
Phone: (250) 386-2739,"Victoria, Canada",,Spinnakers Brewpub Inc,308 Catherine St 
Phone: (647) 839-3662,"Toronto, Canada",,Square Peg Brewing Company Ltd., 
Phone: (604) 519-5359,"Delta, Canada",,Stanley Park Brewing Company,465 Fraser View Pl 
Phone: (450) 661-0281,"Saskatoon, Canada",,Starbrew Inc.,519 2nd Ave North 
Phone: (416) 362-2337,"Toronto, Canada",,Steam Whistle Brewing Co,255 Bremner Blvd 
,"Vancouver, Canada",,Steamworks Brew Pub,SB54-601 West Cordova Street 
Phone: (604) 689-2739,"Vancouver, Canada",,Steamworks Brew Pub,375 Water St 
,"New Westminister, Canada",,Steel & Oak Brewing Co,1319 Third Ave 
,"Vancouver, Canada",,Steel Toad Brewing Company, 
Phone: (204) 330-9621,"Winnipeg, Canada",,Stone Angel Brewing, 
Phone: (613) 542-4222,"Kingston, Canada",,Stone City Ales,275 Princess St. 
Phone: (519) 824-1194,"Guelph, Canada",,StoneHammer Brewing,355 Elmira Rd North 
Phone: 1 604-255-9119,"Vancouver, Canada",,STORM BREWING in Newfoundland Ltd.,310 Commercial Drive 
Phone: (604) 255-9119,"Vancouver, Canada",,Storm Brewing Ltd,310 Commercial Dr 
Phone: (416) 453-6120,"Pickering, Canada",,Stouffville Brewing Company,1802 Spruce Hill Rd 
Phone: (604) 215-0092,"Vancouver, Canada",,Strange Fellows Brewing,1345 Clark Dr 
Phone: (519) 275-3496,"Stratford, Canada",,Stratford Brewing Co,114 Erie Street 
Phone: (604) 219-8655,"Vancouver, Canada",,Superflux Beer Company,2142 W 34th Ave 
Phone: (250) 361-3310,"Victoria, Canada",,Swan's Brewpub,506 Pandora Ave 
Phone: (250) 361-3310,"Victoria, Canada",,Swans Buckerfield Brewery,506 Pandora Ave 
Phone: (416) 566-0769,"Toronto, Canada",,Sweetgrass Brewing Company,299 Milverton Blvd.  
Phone: (289) 477-1010,"Niagara Falls, Canada",,Taps Brewing Co,4680 Queen St 
,"Tatamagouche, Canada",,Tatamagouche Brewing Company, 
Phone: (604) 984-2739,"North Vancouver, Canada",,Taylor`s Crossing Brewery,1025 Marine Drive 
Phone: (519) 428-2886,"Simcoe, Canada",,The Blue Elephant Craft Brew House,96 Norfolk St South 
Phone: (604) 905-2739,"Whistler, Canada",,The BrewHouse,4355 Blackcomb Way 
Phone: (403)769-9399,"Calgary, Canada",,The Dandy Brewing Company,11-1826 25 Avenue Northeast 
Phone: (905) 358-2337,"Niagara-on-the-Lake, Canada",,The Exchange Brewery Inc.,7 Queen St 
Phone: (902) 626-2337,"Charlottetown, Canada",,The Gahan House,126 Sydney St 
Phone: (250) 426-7922,"Cranbrook, Canada",,The Heid Out,821 Baker St 
Phone: (250) 380-0706,"Victoria, Canada",,The Moon Under Water,350B Bay Street 
Phone: (778) 471-5999,"Kamloops, Canada",,The Noble Pig,650 Victoria St 
Phone: (613) 257-4423,"Ottowa, Canada",,The Old Mill At Ashton Country Pub and Brewery,113 Old Mill Rd. 
Phone: (905) 852-3232,"Uxbridge, Canada",,The Second Wedge Brewing Company,14 Victoria Street 
Phone: (306) 761-2777,"Regina, Canada",,The Tap Brewing Company and Eatery ,4245 Rochdale Blvd.  
Phone: (647) 999-4846,"Nobleton, Canada",,Thornbury Village Craft Brewery,5645 King Rd 
Phone: (250) 566-0024,"Valemount, Canada",,Three Ranges Brewing Co,1160 5th Avenue 
Phone: 01483 222228,"Shere, Canada",,Tillingbourne Brewery,Old Scotland Farm Staple Lane
Phone: (250) 770-1122,"Penticton, Canada",,Tin Whistle Brewing Co,954 W Eckhardt Ave 
Phone: (250) 725-2899,"Tofino, Canada",,Tofino Brewing Company,PO Box 1033 681 Industrial Way - Unit C and D
Phone: (519) 954-4433,"Kitchener, Canada",,Together We're Bitter Co-operative Brewing Inc,300 Mill St. Unit 1 
,"Calgary, Canada",,Tool Shed Brewing Company, 
Phone: (613) 695-4677,"Ottawa, Canada",,Tooth And Nail Brewing Company,3 Irving Ave. 
,"Nelson , Canada",,Torchlight Brewing Co,511 Front Street 
Phone: (204) 330-1149,"Winnipeg, Canada",,Torque Brewing Inc.,330-830 King Edward St. 
Phone: (902) 863-2248,"Antigonish, Canada",,TownHouse Brewpub and Eatery,76 College St 
Phone: (604) 483-2111,"Powell River, Canada",,Townsite Brewing,5824 Ash Avenue 
Phone: (905) 453-3063,"Brampton, Canada",,Tracks Brewpub,60 Queen St E 
Phone: (905) 337-0133,"Oakville, Canada",,Trafalgar Brewing Co,1156 Speers Road 
Phone: (506) 260-7613,"Fredericton, Canada",,TrailWay Brewing Company,McConell St 
Phone: (403) 866-4552,"Medicine Hat, Canada",,Travois Ale Works, 
Phone: (250) 717-1091,"Kelowna, Canada",,Tree Brewing,1083 Richter St 
Phone: (902) 397-3131,"Amherst, Canada",,Trider's Craft Beer,46 Anson Avenue Unit 3 
,"Calgary, Canada",,Trolley Five Brew Co., 
Phone: (403) 358-6939,"Red Deer, Canada",,Troubled Monk,"5551-45th Street, Unit 1 "
,"Pictou, Canada",,Uncle Leo's Brewery,2623 Hwy. 376 
Phone: (416) 238-6760,"Oshawa, Canada",,Underdog's Brewhouse,1100 Skae Dr Unit 2
Phone: (450) 658-7658,"Chambly, Canada",,Unibroue Inc,80 Des Carrieres 
Phone: (902) 894-0543,"Charlottetown, Canada",,Upstreet Craft Brewing,41 Allen St. 
Phone: (250) 361-0007,"Victoria, Canada",,Vancouver Island Brewery,2330 Government St 
Phone: (514) 695-7550,"Pointe-Claire, Canada",,Vessels and Barrels,6321 Route Transcanadienne 
Phone: (403) 803-9543,"Calgary, Canada",,Village Brewery,5000 12A St SE 
Phone: (403) 243-3398,"Calgary, Canada",,Village Brewing Co,5000 12-A St SE 
Phone: (519) 255-9192,"Windsor, Canada",,Walkerville Brewing Co,525 Argyle Rd 
Phone: (613) 860-1515,"Ottawa, Canada",,Waller St Brewing ,14 Waller St 
Phone: (519) 837-2337,"Guelph, Canada",,Wellington County Brewery,950 Woodlawn Rd W 
Phone: (403) 614-7774,"Calgary, Canada",,West Of The 5th Brewing Company Ltd., 
Phone: (250) 624-2739,"Prince Rupert, Canada",,Wheelhouse Brewing Company,217 1st Ave. E. 
,"Ottawa, Canada",,Whipersnapr Brewing Co,14 Bexley Place Unit 106 and 108
Phone: (613) 596-9882,"Nepean, Canada",,Whiprsnapr Brewing Company,14 Bexley Pl Unit 106
Phone: (306) 373-4440,"Saskatoon, Canada",,Whiskey Jacks,202-3929 8th St East 
,"Whistler, Canada",,Whistler Brewing Co,1045 Millar Creek Rd 
Phone: (604) 319-4378,"White Rock, Canada",,White Rock Beach Beer Company,15181 Russell Avenue 
Phone: (403) 703-4685,"Golden, Canada",,Whitetooth Brewing Company,"PO 329, 623-8th Ave North "
Phone: (613) 582-7227,"Forester Falls, Canada",,Whitewater Brewing Company,22 Fletcher Road 
Phone: (403) 720-2733,"Calgary, Canada",,Wild Rose Brewery,"#15, 5505 - 72 Avenue S.E. "
Phone: (403) 720-2733,"Calgary, Canada",,Wild Rose Brewery - Production,#15 5505 72nd Ave Se 
Phone: (888) 407-2407,"Whitehorse, Canada",,Winterlong Brewing Company,83 Mount Sima Rd 
Phone: (250) 716-2739,"Nanaimo, Canada",,Wolf Brewing Company,940 Old Victoria Rd 
Phone: (519) 500-5029,"Wolfe Island, Canada",,Wolfe Island Spring Craft Brewery,"1570, County Road 96 "
Phone: (587) 276-0022,"Fort McMurray, Canada",,Wood Buffalo Brewing Company,9914 Morrison St 
Phone: (647) 883-4667,"Toronto, Canada",,Woodhouse Brewing,164 Evans Avenue 
,"St John's, Canada",,Yellow Belly Brewery,P.O Box 323 Stn C 
,"Port Moody, Canada",,Yellow Dog Brewing Co.,1 - 2817 Murray St. 
Phone: 17809035016,"Edmonton, Canada",,Yellowhead Brewery,10229 105 Street 
Phone: (867) 668-4183,"Whitehorse, Canada",,Yukon Brewing Co,102A Copper Rd 
