telephone,country,url,name,address
(250) 590-5758,"Victoria, Canada",http://www.hoynebrewing.ca,Hoyne Brewing Co,2740 Bridge Street 
,"Ingleside, Canada",http://www.humblebeginningsbrewing.ca,Humble Beginnings Brewing Co., 
(416) 316-0510,"Toronto, Canada",http://www.indiealehouse.com,Indie Ale House,2876 Dudas W 
(416) 835-5951,"Toronto, Canada",http://www.junctioncraft.com,Junction Craft Brewing,90 Cawthra Avenue 
(250) 851-2543,"Kamloops, Canada",http://www.bearbeer.com,Kamloops Brewery Ltd.,965 McGill Pl 
647-998-6951,"Toronto, Canada",http://www.kensingtonbrewingcompany.com,Kensington Brewing Company,156 Augusta Ave 
(250) 862-5115,"Kelowna, Canada",http://www.kettleriverbrewing.ca,Kettle River Brewing Co,731 Baillie Ave 
,"Ottawa , Canada",,Kichesippi Beer Company ,866 Campbell Ave 
(226) 909-2122,"Owen Sound, Canada",http://www.kilannanbrewing.ca,Kilannan Brewing Co.,103015 Grey Road 18 RR4
(905) 859-5464,"Nobleton, Canada",http://www.kingbrewery.ca,King Brewery,5645 King Road 
(613) 542-4978,"Kingston, Canada",http://www.kingstonbrewing.com,Kingston Brewing Co,34 Clarence St 
,"Quebec, Canada",http://www.korrigane.ca,Korrigane Brasserie Artisanale,380 rue Dorchester 
(604) 599-2357,"Surrey, Canada",http://www.kpu.ca,Kwantlen Polytechnic University Brewing and Brewery Operations Dipl,KPU - Brewing 12666 72 Ave
(418) 692-2877,"Quebec City, Canada",http://www.inox.qc.ca,L`Inox Maitres Brasseurs,"655, Grande Allée Est "
(418) 522-4373,"Quebec City, Canada",http://www.labarberie.com,La Barberie,"310, rue Saint-Roch "
(418) 544-8417,"Saguenay, Canada",http://www.korrigane.ca,"La Korrigane, Café Bistro Victoria","907, rue Mars "
(418) 226-4646,"Saint Georges De Beauce, Canada",http://www.societemicrobrasserie.com,La Societe Microbrasserie,11640 1 Ave 
(581) 742-1144,"Quebec, Canada",http://www.lasouche.ca,La Souche Brasserie Artisanale,801 Chemin De La Canadiere 
(418) 545-7272,"Saguenay, Canada",http://www.latourabieres.com,La Tour a Bieres,517 rue Racine Est 
(418) 542-4373,"Saguenay, Canada",http://www.lavoiemaltee.com,La Voie Maltee,2509 rue St-Dominique 
(418) 549-4141,"Chicoutimi, Canada",,La Voie Maltee - Chicoutimi,777 Boulevard Talbot 
(780) 436-0839,"Edmonton, Canada",http://www.labatt.com,Labatt Breweries-Alberta,7724 69 St NW 
(709) 579-0121,"St Johns, Canada",http://www.labatt.com,Labatt Breweries-Newfoundland,PO Box 7160 /W End Postal Sta. 
(519) 663-5050,"London, Canada",http://www.labatt.com,Labatt Breweries-Ontario,PO Box 5050/150 Simcoe St 
(514) 366-5050,"LaSalle, Canada",http://www.labatt.com,"Labatt, La Brasserie-Quebec",50 Labatt St 
(250) 428-9344,"Creston, Canada",http://www.labatt.com,Labatt-Columbia Brewing Co,1220 Erickson St 
(902) 453-1867,"Halifax, Canada",http://www.labatt.com,Labatt-Oland Breweries,3055 Agricola St 
,"Saint-Jean-sur-Richelieu, Canada",,Lagabière,167 Rue Richelieu 
(705) 767-2313,"Baysville, Canada",http://www.lakeofbaysbrewing.ca,"Lake of Bays Brewing Co, Ltd",PO Box 17 / 2681 Muskoka Rd 117 
,"Kenora , Canada",,Lake of the Woods Brewing Company,350 Second Street South  
(613) 476-1321,"Prince Edward County, Canada",http://www.lakeonthemountain.com/brewery,Lake On the Mountain Brewery,264 County Rd 7 
(780) 614-9466,"Saint Paul, Canada",,Lakeland Brewing Company,4227 50 Ave 
(514) 282-7448,"Montreal, Canada",http://www.amereaboire.com,LAmere a Boire,2049 rue St-Denis 
(587) 353-7387,"Calgary, Canada",http://www.lastbestbrewing.com,Last Best Brewing and Distillery,607 11th Ave SW 
(306) 543-3331,"Regina, Canada",,Last Straw Brew Pub,127 Albert St 
(418) 723-1339,"Rimouski, Canada",http://www.lebienlemalt.com,"Le Bien, Le Malt",141 Avenue Belzille 
(450) 771-6900,"St-Hyacinthe, Canada",http://www.lebilboquet.qc.ca,Le Bilboquet,1850 Rue des Cascades Ouest 
,"Montreal, Canada",http://www.lechevalblanc.ca,Le Cheval Blanc,809 Ontario Est 
(816) 691-3371,"Trois Rivieres, Canada",,Le Gambrinus,3160 Blvd Des Forges 
(819) 791-7574,"Sherbrooke, Canada",http://www.refugedesbrasseurs.ca,Le Refuge Des Brasseurs,2155 Rue Galt Ouest 
(514) 680-8052,"Montreal, Canada",http://www.lesaintbock.com,Le Saint-Bock Brasserie Artisanale,1749 rue Saint-Denis 
(418) 240-2332,"Baie-Saint-Paul, Canada",http://www.saint-pub.com,Le Saint-Pub MicroBrasserie,2 Rue Racine 
,"Trois-Rivières, Canada",,Le Temps D'une Pinte,1465 Rue Notre-Dame Centre  
(819) 762-6611,"Rouyn-Noranda, Canada",http://www.letreflenoir.com,Le Trèfle Noir,145 Avenue Principale 
(647) 346-5001,"Toronto, Canada",http://www.leftfieldbrewery.ca,Left Field Brewery,36 Wagstaff Drive 
(647) 501-6535,"Montreal, Canada",http://www.les3brasseurs.ca/,Les 3 Brasseurs,"2075, Robert-Bourassa, bureau 600 "
(514) 351-5591,"Anjou, Canada",,Les 3 Brasseurs - Anjou,7225 Blvd Des Galeries D'Anjou 
(514) 788-6333,"Montreal, Canada",http://www.les3brasseurs.com,Les 3 Brasseurs - Catherine,"732, Ste-Catherine Ouest "
(514) 788-9788,"Montreal, Canada",http://www.les3brasseurs.com,Les 3 Brasseurs - Crescent,"1356, Ste-Catherine Ouest "
(450) 676-7215,"Brossard, Canada",http://www.les3brasseurs.com,Les 3 Brasseurs - Dix-30,"9316, Boulevard Leduc Quartier Dix3"
,"Quebec, Canada",,Les 3 Brasseurs - Laurier,2450 Blvd Laurier Local G50 
(450) 988-4848,"Laval, Canada",,Les 3 Brasseurs - Laval,2900 Avenue Pierre-Péladeau 
(514) 845-1660,"Montreal, Canada",http://www.les3brasseurs.com,Les 3 Brasseurs - St-Denis,1658 rue St-Denis 
(514) 788-6100,"Montreal, Canada",http://www.les3brasseurs.com,Les 3 Brasseurs - St-Paul,105 St-Paul Est 
(647) 347-6286,"Toronto, Canada",,Les 3 Brasseurs - Toronto,275 Younge Street 
(819) 268-5500,"Saint-Alexis-des-Monts, Canada",http://www.lesbieresnouvellefrance.com,Les Bieres de la Nouvelle-France,90 Rivière Aux Écorces Road 
(418) 272-3234,"Anse Saint-Jean, Canada",,Les Brasseurs de L`anse,182 Rte 170 
(450) 979-8400,"Blainville, Canada",http://www.boreale.com,Les Brasseurs du Nord,875 Michele-Bohec 
(819) 205-4999,"Gatineau, Canada",http://www.brasseursdutemps.com,Les Brasseurs du Temps,170 Montcalm 
,"Trois-Rivières, Canada",,Les Frères Houblon,10180 Chemin Sainte-Marguerite 
(866) 619-2372,"Brossard, Canada",http://www.lestroismousquetaires.ca,Les Trois Mousquetaires,3455-A Boulevard Matte 
(450) 619-2372,"Brossard, Canada",http://www.lestroismousquetaires.ca,Les Trois Mousquetaires Microbrasseurs,3755-C Boul. Matte 
,"Montreal , Canada",,L'Espace Public,3632 Rue Ontario Est 
(604) 828-4208,"Vancouver, Canada",http://www.lightheartbrewing.com,Lightheart Brewing Company, 
(250) 383-6500,"Victoria, Canada",,Lighthouse Brewing Co,2-836 Devonshire Rd 
(519) 886-3350,"Waterloo, Canada",,Lion Brewery Restaurant,Huether Hotel/59 King St N 
(250) 591-2739,"Nanaimo, Canada",http://www.longwoodbeer.com,Longwood Brewery,101A-2046 Boxwood Rd 
(250) 729-8225,"Nanaimo, Canada",http://www.longwoodbrewpub.com,Longwood BrewPub,5775 Turner Rd 
(450) 551-0660,"Sorel-Tracy, Canada",http://www.microlouprouge.com,Loup Rouge Artisan Brasseur,44 Rue De Prince 
(613) 722-1454,"Ottawa, Canada",http://www.lowertownbrewery.com,Lowertown Brewery,73 York St 
(519) 506-2537,"Hanover, Canada",http://www.macleansales.ca,Maclean's Ales Inc.,52 14th Ave.  
(905) 738-9463,"Vaughan, Canada",http://www.magnottabrewery.com,Magnotta Brewery,271 Chrislea Rd 
(306) 955-7500,"Saskatoon, Canada",,Maguire`s Irish Pub & Brewery,2105 Grosvenor Park/Suite 32 
(604) 336-7711,"Vancouver, Canada",http://www.mainstreetbeer.ca,Main Street Brewing Company(CANADA),261 E Seventh Ave 
(905) 697-9979,"Bowmanville, Canada",http://www.manantler.com,Manantler Craft Brewing Company,"182 Wellington St, Unit 18 "
(306) 683-3333,"Saskatoon, Canada",,Manos Grill and Brewhouse,2202 22nd St W 
(604) 479-0999,"Maple Ridge, Canada",,Maple Meadows Brewing Company,22775 Dewdney Trunk Rd 
(604) 668-0039,"Vancouver, Canada",http://www.mjg.ca,Mark James Group,1110 Hamilton St Ste. 204 
(905) 906-2337,"Newmarket, Canada",http://www.marketbrewingco.com,Market Brewing Company,17775 Leslie St 
(250) 718-0996,"Vernon, Canada",,Marten Brewing Company,2933 30th Ave 
(902) 757-3484,"Ashdale, Canada",http://www.meanderriverfarm.ca,Meander River Farm And Brewery,906 Woodville Rd 
(905) 984-4060,"St. Catharines, Canada",,"Merchant Ale House, The",98 St Paul St 
(250) 286-4944,"Campbell River, Canada",,Merecroft Village Pub,205 Merecroft Village/ 489 S Dogwood St 
,"Hamilton, Canada",,MERIT Brewing Co,77 Barons Avenue North 
(450) 534-0001,"Bromont, Canada",http://www.lebrouemont.com,Micro Brasserie Le Broumont,107 Boul De Bromont  
(418) 365-4370,"St-Tite, Canada",http://www.alafut.com,MicroBrasserie A La Fut,"670, Notre-Dame "
(418) 365-4370,"Saint Tite, Canada",http://www.alafut.qc.ca,MicroBrasserie A La Fut,670 Rue Notre Dame 
(418) 605-1644,"Riviere Du Loup, Canada",http://www.auxfousbrassant.com,Microbrasserie Aux Fous Brassant,262 Rue Lafontaine 
(418) 435-3877,"Baie-Saint-Paul, Canada",http://www.microbrasserie.com,Microbrasserie Charlevoix,"6, Rue Paul-Rene Tremblay "
(819) 804-1234,"Coaticook, Canada",http://www.microbrasseriecoaticook.ca,MicroBrasserie Coaticook,1007 Rue Child 
(418) 829-0408,"Sainte-Famille, Canada",http://www.microorleans.com,Microbrasserie d`Orleans / Pub Le Mitan,3887 Chemin Royal 
(418) 789-4444,"Buckland, Canada",http://www.microbrasseriedebellechasse.ca,MicroBrasserie De Bellechasse,2020 De L'Eglise 
(418) 702-1128 ext221,"Ste-Anne-de-beaupre, Canada",http://www.mdbp.ca,Microbrasserie Des Beaux Pres Inc,9430 Boul. Ste-Anne 
(418) 345-8758,"Saint-Gedeon de Grandmont, Canada",http://www.microdulac.com,Microbrasserie Du Lac St Jean,120 rue de la Plage St 
(819) 623-1622,"Mont-Laurier, Canada",http://www.microdulievre.com,Microbrasserie du Lievre,110 Boulevard Paquette 
(450) 760-2945,"Joliette, Canada",http://www.lalchimiste.ca,Microbrasserie L`Alchimiste,"681, rue Marion "
(418) 631-1343,"Amqui, Canada",http://www.lacaptive.ca,Microbrasserie La Captive,140 Boul St-Benoit 
(418) 679-3355,"St-Felicien, Canada",http://www.lachouape.com,Microbrasserie La Chouape,1134 Boul. Sacre-Coeur 
(418) 613-0622,"Saint-Felicien, Canada",,Microbrasserie La Chouape Inc.,1164 Boulevard du Sacre-Coeur 
(819) 681-4546,"Mont-Tremblant, Canada",http://www.microladiable.com,Microbrasserie La Diable,"117 chemin Kandahar - C.P. 2669, succ. B "
(819) 843-3405,"Magog, Canada",,Microbrasserie La Memphre,12 Merry Sud 
,"Rigaud, Canada",,Microbrasserie Le Castor,65 Chemin Des Vinaigriers 
(418) 979-1197,"Dolbeau-Mistassini, Canada",https://www.facebook.com/lecoureurdesbois,Microbrasserie Le Coureur Des Bois,1551 Blvd Wallberg 
(450) 372-7079,"Granby, Canada",http://www.brasseriegrimoire.com,Micro-Brasserie Le Grimoire,223 Rue Principale 
,"Carleton-sur-Mer, Canada",,Microbrasserie Le Naufrageur,586 Boulevard Perron 
(418) 364-5440,"Carleton-sur-Mer, Canada",,Micro-brasserie Le Naufrageur,586 Boulevard Perron 
(819) 537-9151,"Shawinigan, Canada",http://www.troududiable.com,Microbrasserie Le Trou Du Diable,412 rue Willow 
(819) 380-8307,"Trois-Rivieres, Canada",http://www.lesfrereshoublon.com,Microbrasserie Les Freres Houblon,"10 180, Chemin Sainte-Marguerite "
(418) 385-1425,"Perce, Canada",http://www.pitcaribou.com,Microbrasserie Pit Caribou,"27, rue de l`Anse "
(819) 565-3636,"Sherbrooke, Canada",http://www.Siboire.ca,Microbrasserie Siboire,80 rue du Depot 
(819) 425-1262,"Mont-Tremblant, Canada",http://www.saintarnould.com,Microbrasserie St Arnould,Pioneer 435 Rue 
(418) 297-5592,"Baie-Comeau, Canada",http://www.stpancrace.com/,Microbrasserie St Pancrace,55 Place Lasalle 
,", Canada",http://www.saintarnould.com,Microbrasserie St-Arnould, 
(418) 820-1918,"Jonquiere, Canada",,Microbrewery of Saguenay,2509 St Dominique 
,"Toronto, Canada",http://www.millstreetbrewery.com,Mill Street Brewery,125 Bermondsey Rd 
(416) 681-0338,"Ottawa, Canada",http://www.millstreetbrewery.com,Mill Street Brewery - Ottowa,555 Wellington Street 
,"Scarborough, Canada",,Mill Street Brewery- Scarborough,300 Midwest Road 
(604) 820-1009,"Mission, Canada",http://www.missionspringsbrewingcompany.com,Mission Springs Brewing Co,7160 Oliver St 
604-820-1009,"Mission, Canada",,Missions Springs,7160 Oliver St 
,"Montreal, Canada",http://www.mmtum.com,MMTUM Inc, 
(416) 975-1786,"Montreal, Canada",http://www.molson.com,Molson Canada -Quebec CORP,1555 Notre Dame St East 
(780) 482-1786,"Edmonton, Canada",http://www.molson.com,Molson Canada-Alberta,10449 121st St 
(604) 664-1786,"Vancouver, Canada",http://www.molson.com,Molson Canada-British Columbia,1550 Burrard St 
(709) 726-1786,"St Johns, Canada",http://www.molson.com,Molson Canada-Newfoundland,PO Box 5308/Circular Rd 
(416) 675-1786,"Etobicoke, Canada",http://www.molson.com,Molson Canada-Ontario,33 Carlingview Drive 
(306) 359-1786,"Regina, Canada",http://www.molson.com,Molson Canada-Saskatchewan,2-395 Park Street 
(604) 492-3911,"Port Moody, Canada",http://www.moodyales.com,Moody Ales,2601 Murray St 
(506) 635-7000,"St. John, Canada",http://www.mooseheadbeer.com,Moosehead Breweries Ltd,"PO  Box 3100, Sta B/89 Main St W "
(519) 252-8004,"Windsor, Canada",http://thisismotor.com,Motor Craft Ales,888 Erie Street East 
(250) 837-2756,"Revelstoke, Canada",http://www.mtbegbie.com,Mount Begbie Brewing Co Ltd,521 1st St W Box 2995
(705) 444-5426,"Collingwood, Canada",http://www.mountainbrew.ca,Mountain Brew,100 Mountain Rd Unit 11a 
(403) 695-3706,"Calgary, Canada",http://www.damngoodbeer.ca,Mountain Crest Brewing Corp.,1314 44 Avenue NE 
(250) 427-7671,"Kimberley, Canada",http://mozzartinn.weebly.com/brewery.html,Mozart Brewing Company,130 Spokane Street 
(250) 837-2756,"Revelstoke, Canada",http://www.mt-begbie.com,Mt. Begbie Brewing Co Ltd,PO Box 2995 / 521 1st St W 
(819) 359-3887,"Tingwick, Canada",http://www.multibrasserie.ca,Multi-Brasse Microbrasserie,"1209, St-Joseph "
(705) 646-1266,"Bracebridge, Canada",http://www.muskokabrewery.com,Muskoka Brewery,PO Box 1222 
(250) 352-3582,"Nelson, Canada",http://www.nelsonbrewing.com,Nelson Brewing Co,512 Latimer St 
(519) 799-5790,"Neustadt, Canada",http://www.neustadtsprings.com,Neustadt Springs Brewery,456 Jacob St 
(905) 371-1001,"Niagara Falls, Canada",,Niagara Best Beer Limited,6863 Lundy's Lane 
905-641-2252x4076,"Niagara On the Lake, Canada",http://www.ncteachingbrewery.ca/,Niagara College Teaching Brewery,135 Taylor Rd 
(905) 356-2739,"Niagara Falls, Canada",,Niagara Falls Brewing Co,6863 Lundy’s Ln 
(613) 688-2337,"Ottawa , Canada",http://www.nitabeer.com,Nita Beer Company,190 Colonnade Rd Unit 17
,"Saint-Eustache, Canada",,Noire Et Blanche Microbrasserie,196 Rue St-Eustache 
(306) 528-9910,"Nokomis, Canada",http://www.nokomiscraftales.com,Nokomis Craft Ales,301 1st Avenue East 
,"Camrose, Canada",,Norsemen Brewing Co,6505 48th Ave 
,"Halifax, Canada",http://www.bridgebeer.ca,North Brewing Company,2576 Agricola St 
(506) 457-9082,"Northampton, Canada",http://www.picaroons.ca,Northampton Brewing Co LTD,66 Parker Road 
(705) 293-6666,"Collingwood, Canada",http://www.northwindsbrewhouse.com,Northwinds Brewhouse,499 First St Unit 3 and 4 
,"Calgary, Canada",,Notre Dame Brewing Company, 
,"Yellowknife, Canada",,NWT Brewing Company,3905 Franklin Ave. 
,"Niagara-on-th-Lake, Canada",,Oast House Brewers ,2017 Niagara Stone Rd 
(604) 563-5767,"Vancouver, Canada",http://www.offtherailbrewing.com,Off The Rail Brewing Company,1351 Adanac St 
(250) 542-2337,"Vernon, Canada",http://www.okspring.com,Okanagan Spring Brewery,2801-27A Avenue 
(604) 607-5104,"Abbotsford, Canada",http://www.oldabbeyales.com,Old Abbey Ales Ltd,30321 Fraser Hwy Unit 1A
(905) 271-9888,"Mississauga, Canada",,Old Credit Brewing Co,6 Queen St W Port Credit 
(604) 392-2011,"Chilliwac, Canada",http://www.oldyalebrewing.com,Old Yale Brewing Co,#4 7965 Venture Pl 
(705) 745-0495,"Peterborough, Canada",http://www.oldestone.com,Olde Stone Brewing Co,380 George St N 
(204) 583-8092,"Winnipeg, Canada",http://www.ogcbrewingco.com,One Great City Brewing Company Ltd.,1596 Ness Avenue 
(306) 761-2777,"Regina, Canada",http://www.thetap.ca,"Open Tap Brewpub & Eatery, The",4245 Rochdale Blvd 
(250) 427-2426,"Kimberley, Canada",http://www.overtimebeer.ca,Over Time Beer Works,136A Wallinger Ave 
(604) 421-2119,"Prince George, Canada",http://www.pwbrewing.com,Pacific Western Brewing Co,641 N Nechako Rd 
(250) 562-2424,"Prince George, Canada",,Pacific Western Brewing Co,641 N Nechako Rd 
(306) 477-5632,"Saskatoon, Canada",http://www.paddockwood.com,Paddock Wood Brewing Supplies,"B1-116, 103rd St E "
(902) 542-0059,"Wolfville, Canada",,Paddy and Rosies Brewpub,320 Main Street 
(902) 542-0059,"Wolfville, Canada",http://www.paddyspub.ca,Paddys Pub and Brewery,460 Main St. 
(604) 558-2739,"Vancouver, Canada",http://www.parallel49brewing.com,Parallel 49 Brewing Co,1950 Triumph Street 
01924  457 772,"Hightown, Canada",,Partners Brewery,589 Halifax Road 
(604) 255-4301,"Vancouver, Canada",http://www.patspub.ca,Pat's Pub & Brewhouse,403 E Hasings St 
,"Winnipeg, Canada",,Peg Beer Co., 
(416) 918-5295,"Toronto, Canada",http://peoplespint.com,People's Pint Brewing Company Inc., 
(905) 333-6999,"Burlington, Canada",http://www.pepperwood.on.ca,Pepperwood Bistro and Brewery,1455 Lakeshore Rd 
,"Gibsons, Canada",http://www.persephonebrewing.com,Persephone Brewing Company,1053 Stewart Road 
(613) 264-1087,"Perth, Canada",http://www.perthbrewery.ca,Perth Brewery,121 Dufferin St 
(250) 380-1912,"Victoria, Canada",http://www.phillipsbeer.com,Phillips Brewing Co,2010 Government St 
(416) 736-1733,"Toronto, Canada",http://www.blackcreekbrewery.ca/our-brewery,Pioneer Brewery Ltd,1000 Murray Ross Parkway 
(604) 699-1988,"Vancouver, Canada",http://www.postmarkbrewing.com,Postmark Brewing,55 Dunleavy Ave 
,"Vancouver, Canada",http://www.powellbeer.com,Powell Street Craft Brewery,1357 Powell Street 
(403) 837-1414,"Calgary, Canada",http://www.prairiedogbrewing.ca,Prairie Dog Brewing CANADA Inc. , 
,"Saskatoon, Canada",http://www.prairiesun.ca,Prairie Sun Brewery, 
,"Toronto, Canada",,Project Micro, 
(902) 422-7767,"Dartmouth, Canada",http://www.drinkpropeller.ca,Propeller Brewing Company,617 Windmill Rd 
(705) 874-5743,"Peterborough, Canada",http://www.thepublicanhouse.com,"Publican House Brewery, The",300 Charlotte St 
(506) 854-2537,"Moncton, Canada",,Pump House Brewery Ltd,131 Mill Road 
(506) 855-2337,"Moncton, Canada",http://www.pumphousebrewery.ca,"Pump House Brewery Ltd., The",5 Orange Ln 
(709) 770-3164,"St Johns, Canada",,Quidi Vidi Brewing Co,35 Barrows Rd 
(604) 874-2537,"Vancouver, Canada",http://www.r-and-b.com,R and B Brewing Co,54 East 4th Ave 
(506) 392-6620,"Florenceville-Bristol, Canada",http://www.railcarbrewing.com,Railcar Brewing Company,2 Curtis Rd 
(519) 631-1881,"St. Thomas, Canada",http://www.railwaycitybrewing.com,Railway City Brewing Co,130 Edward St. 
(902) 533-2078,"Guysborough, Canada",http://www.rarebirdbeer.com,Rare Bird Craft Beer,80 Main St 
,"Regina, Canada",,Rebellion Brewing Company, 
(587) 435-6203,"Calgary, Canada",http://redbisonbrewery.com,Red Bison Brewery, 
,"Kamloops, Canada",,Red Collar Brewing ,355 Lansdowne St 
(778) 926-8782,"Vancouver, Canada",http://www.redtruckbeer.com,Red Truck Beer Company Ltd.,295 E 1st Avenue 
(519) 704-1335,"Sarnia, Canada",http://www.refinedfool.com,Refined Fool Brewing Company,137 Davis St 
(780) 755-3008,"Edgerton, Canada",http://www.ribstonecreekbrewery.ca,Ribstone Creek Brewery,4924 51 Street 
(604) 244-8103,"Richmond, Canada",http://www.beerworks.ca,Richmond Beer Works Ltd,#115 7011 Elmbridge Way 
(604) 380-0888,"Maple Ridge, Canada",http://www.ridgebrewing.com,Ridge Brewing,2-22826 Dewdney Trunk Rd 
(250) 495-7679,"Osoyoos, Canada",,Ridge Brewing Co,9907 Hwy 3 / PO Box 431 
(250) 324-7468,"Chemainus, Canada",http://www.riotbrewing.com,Riot Brewing Co.,101A - 3055 Oak St. 
,"Barrie, Canada",,"Robert Simpson Brewing Co. Ltd., The",107 Dunlop Street East 
(902) 407-4278,"Halifax, Canada",http://www.rockbottombrewery.ca,Rockbottom Bar & Brewery,5686 Spring Garden Rd 
(250) 362-2122,"Rossland, Canada",http://www.rosslandbeer.com,Rossland Beer Company,1990-A 
(905) 209-1236,"Markham, Canada",http://rougeriverbrewery.com,Rouge River Brewing Company,50 Bullock Drive Unit 8 
(780) 499-0691,"Calmar, Canada",,Roughneck Brewing Co,PO Box 732 
(902) 742-7311,"Yarmouth, Canada",http://www.ruddersbrewpub.com,Rudder`s Seafood Restaurant & Brew Pub,96 Water Street 
(604) 599-1190,"Surrey, Canada",http://www.russellbrewing.com,"Russell Breweries, Inc",#202-13018 80th Ave 
(289) 887-5826,"Hamilton, Canada",http://www.rustcitybrewery.com,Rust City Brewery, 
(604) 984-2567,"North Vancouver, Canada",,Sailor Hagars Brewpub,221 W First St 
(416) 835-5951,"Toronto, Canada",,Saint Andre Brewing Co,35 Elderfield Crescent 
(705) 681-1100,"Gravenhurst, Canada",http://www.sawdustcitybrewing.com,Sawdust City Brewing Co,397 Muskoka Rd. N. 
(902) 790-2364,"Falmouth, Canada",http://www.schoolhousebrewery.ca,Schoolhouse Brewery,63 Castle Frederick Rd 
,"St-Polycarpe , Canada",,Schoune Farm Brewery ,2075 Chemin Ste-Catherine 
(613) 257-7845,"Carleton Place, Canada",http://scotchirishbrewing.ca,Scotch Irish Brewing Co,40 Bennett Street 
(905) 542-5555,"Port Williams, Canada",http://www.sealevelbrewing.com,Sea Level Brewing Co,980 Terrys Creek Road 
,"Dundas, Canada",,Shawn & Ed Brewing Company,65 Hatt Street 
,"Saskatoon, Canada",,Shiny Penny Brewery,Paddock Wood Brewing Co. 148 2nd Ave. N.
(705) 293-5511,"Collingwood, Canada",,Side Launch Brewing Co,"200 Mountain Road, Unit 1 "
,"Niagara-on-the-Lake, Canada",,Silversmith Brewing Company ,1523 Niagara Stone Road 
(905) 928-7975,"Perth, Canada",http://www.wolfgangsbeer.com,Skeena Brewing Company,1026 Code Rd 
(519) 822-1834,"Guelph, Canada",http://www.sleeman.com,Sleeman Brewing and Malting Co,551 Clair Rd W 
(807) 344-5225,"Thunder Bay, Canada",http://www.sleepinggiaantbrewing.ca,Sleeping Giant Brewing Co,712 Macdonell Street 
(519) 868-7019,"Grand Bend , Canada",http://smackwaterjacks.ca,Smackwater Brewing Company, 
(705) 743-4747,"Peterborough, Canada",http://www.smithavenbrewing.ca,Smithavens Brewing Company,687 Rye St 
(403) 803-9543,"Red Deer, Canada",http://www.facebook.com/somethingbeer,Something Brewing,6610 71st St 
(416) 737-2337,"Toronto, Canada",http://www.spearheadbeer.com,Spearhead Brewing Co, 
(306) 249-0900,"Saskatoon, Canada",http://www.specklebellys.com,Specklebelly's Brewpub / Athena Restaurant,900 Central Avenue 
(250) 386-2739,"Victoria, Canada",http://www.spinnakers.com,Spinnakers Brewpub Inc,308 Catherine St 
(647) 839-3662,"Toronto, Canada",,Square Peg Brewing Company Ltd., 
(604) 519-5359,"Delta, Canada",http://www.stanleyparkbrewery.ca,Stanley Park Brewing Company,465 Fraser View Pl 
(450) 661-0281,"Saskatoon, Canada",,Starbrew Inc.,519 2nd Ave North 
(416) 362-2337,"Toronto, Canada",,Steam Whistle Brewing Co,255 Bremner Blvd 
,"Vancouver, Canada",,Steamworks Brew Pub,SB54-601 West Cordova Street 
(604) 689-2739,"Vancouver, Canada",http://www.steamworks.com,Steamworks Brew Pub,375 Water St 
,"New Westminister, Canada",,Steel & Oak Brewing Co,1319 Third Ave 
,"Vancouver, Canada",,Steel Toad Brewing Company, 
(204) 330-9621,"Winnipeg, Canada",http://www.stoneangelbrewing.ca,Stone Angel Brewing, 
(613) 542-4222,"Kingston, Canada",http://www.stonecityales.com,Stone City Ales,275 Princess St. 
(519) 824-1194,"Guelph, Canada",http://www.stonehammer.ca,StoneHammer Brewing,355 Elmira Rd North 
1 604-255-9119,"Vancouver, Canada",http://www.stormbrewing.ca,STORM BREWING in Newfoundland Ltd.,310 Commercial Drive 
(604) 255-9119,"Vancouver, Canada",,Storm Brewing Ltd,310 Commercial Dr 
(416) 453-6120,"Pickering, Canada",http://www.sbc.beer,Stouffville Brewing Company,1802 Spruce Hill Rd 
(604) 215-0092,"Vancouver, Canada",http://www.strangefellowsbrewing.com,Strange Fellows Brewing,1345 Clark Dr 
(519) 275-3496,"Stratford, Canada",http://www.stratfordbrewing.com,Stratford Brewing Co,114 Erie Street 
(604) 219-8655,"Vancouver, Canada",http://www.superfluxbeer.com,Superflux Beer Company,2142 W 34th Ave 
(250) 361-3310,"Victoria, Canada",http://www.swanshotel.com,Swan's Brewpub,506 Pandora Ave 
(250) 361-3310,"Victoria, Canada",http://www.swanshotel.com,Swans Buckerfield Brewery,506 Pandora Ave 
(416) 566-0769,"Toronto, Canada",,Sweetgrass Brewing Company,299 Milverton Blvd.  
(289) 477-1010,"Niagara Falls, Canada",http://www.tapsbeer.com,Taps Brewing Co,4680 Queen St 
,"Tatamagouche, Canada",,Tatamagouche Brewing Company, 
(604) 984-2739,"North Vancouver, Canada",,Taylor`s Crossing Brewery,1025 Marine Drive 
(519) 428-2886,"Simcoe, Canada",http://www.blueelephant.ca,The Blue Elephant Craft Brew House,96 Norfolk St South 
(604) 905-2739,"Whistler, Canada",http://www.mjg.ca/brewhouse,The BrewHouse,4355 Blackcomb Way 
(403)769-9399,"Calgary, Canada",http://www.thedandybrewingcompany.com,The Dandy Brewing Company,11-1826 25 Avenue Northeast 
(905) 358-2337,"Niagara-on-the-Lake, Canada",,The Exchange Brewery Inc.,7 Queen St 
(902) 626-2337,"Charlottetown, Canada",http://www.charlottetown.gahan.ca,The Gahan House,126 Sydney St 
(250) 426-7922,"Cranbrook, Canada",http://www.theheidout.ca,The Heid Out,821 Baker St 
